"geometry","juridique","pdipr","nom_commun","deliberati","nom_juridi"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[241624.836415481,6862669.897641038],[241623.142755835,6862660.532233966],[241627.298062862,6862633.015880979],[241634.218788389,6862598.951297711],[241644.698640496,6862548.947944144],[241649.897646172,6862513.298250069],[241654.01007509,6862484.183244917],[241653.867880549,6862466.55540522],[241652.164350403,6862452.358024954],[241649.344506435,6862444.725553748],[241642.158959947,6862434.809746939],[241603.266171479,6862381.896729106],[241565.569751662,6862336.059634783],[241529.10524107,6862297.987745661],[241512.488208846,6862282.20173321],[241487.604778951,6862263.744111717],[241439.012199619,6862231.166679355],[241419.187382919,6862215.406541719],[241406.472258487,6862200.158699118],[241392.546986108,6862176.126114389],[241383.039648749,6862160.852397138],[241377.428735429,6862145.43731909]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 136"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[241377.418883134,6862145.4326426],[241343.269215552,6862129.223165234],[241309.736124833,6862116.331877737],[241270.748176933,6862107.372159601],[241236.094822458,6862100.556115036],[241212.963282845,6862098.574053301],[241200.394058587,6862101.413726936],[241192.749824147,6862105.253025163],[241185.084309774,6862106.454144108],[241180.172458626,6862107.083395178],[241172.938094615,6862105.98247306],[241148.253987034,6862097.367087381],[241130.114558336,6862089.838199236],[241111.3312915,6862076.827933687],[241098.592894702,6862069.845111552],[241085.083188512,6862071.313232039],[241022.004948708,6862071.602160311],[240980.905089234,6862072.153533785],[240945.28604293,6862071.991116556],[240912.310656941,6862072.486949984],[240890.14217472,6862078.392179316],[240876.747791231,6862079.289723452],[240828.605116871,6862069.034689089],[240816.075131168,6862065.587971759],[240808.179530437,6862064.282512251],[240788.435972243,6862058.595414996],[240766.895111364,6862056.820377698],[240744.230754284,6862057.003183688],[240716.311317892,6862059.866726194],[240683.374702027,6862065.169235967],[240664.257091866,6862066.462721189],[240639.280212953,6862062.436820049],[240621.255632076,6862057.995068322],[240595.478500734,6862055.114908743],[240577.095330134,6862061.43787839]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 138"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[241893.300663683,6866286.950959122],[241981.351193594,6866116.107455401]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 111"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[241981.353481245,6866116.105009282],[241994.84633072,6866101.677501815],[242030.07327528,6866068.084055376],[242038.403350916,6866063.779495402],[242038.402849111,6866063.776687039]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 115"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[242038.402849111,6866063.776687039],[242036.23683062,6866051.654522553],[242038.045925606,6866019.469934928],[242040.729191486,6865954.418732601],[242044.189909129,6865929.995988703],[242044.190389876,6865929.994857478]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 116"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[242044.190389876,6865929.994857478],[242050.927747512,6865914.141464523],[242065.036303874,6865886.554744224],[242081.693899324,6865851.612024949],[242090.08843079,6865840.43122211],[242099.510330591,6865833.959197775],[242108.984135841,6865830.205063826],[242125.293309236,6865818.970410225],[242141.555897064,6865805.677412888],[242158.786031737,6865785.960601699],[242164.550758498,6865775.840366055],[242170.226732075,6865754.717691232],[242175.803182524,6865736.12424661],[242184.154835116,6865723.34478467],[242195.761916444,6865712.72770064],[242208.357745274,6865698.314997016],[242218.756694182,6865682.880661644],[242227.118011175,6865667.582688766],[242234.373008777,6865660.088790575],[242250.215406436,6865650.456907094],[242257.012329199,6865641.927350679]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 116"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[242257.012329199,6865641.927350679],[242266.532403972,6865643.909273686],[242278.662048319,6865642.322353135],[242292.4091068,6865644.280142741]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 117"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[242536.193753601,6865860.657199238],[242536.194228473,6865860.657763543],[242550.62966497,6865873.593195512],[242559.559344097,6865876.719170977],[242565.410003229,6865877.251613308],[242572.742058542,6865875.59346023],[242585.423659056,6865871.813445218],[242604.940231512,6865864.220629404],[242630.706285845,6865850.850960212],[242647.592893122,6865844.298725812],[242662.921064494,6865841.536713582],[242679.692510207,6865835.575041046],[242717.11626819,6865817.863968435],[242755.525143652,6865795.907583454],[242784.948682059,6865782.508406118],[242799.779688346,6865777.581751918],[242809.270179093,6865775.89619125],[242821.408127968,6865775.338558076],[242831.373381449,6865776.757233957],[242839.883429775,6865779.896586223],[242850.024790792,6865788.279508549],[242864.448711893,6865803.503605804],[242872.405839565,6865808.71613175],[242881.352599918,6865810.242961563],[242905.691671686,6865805.809247812],[242928.321836824,6865801.37932603],[242953.170165387,6865800.609221749],[242968.506720087,6865798.886491684],[242978.554888074,6865795.717350727],[242998.512764189,6865787.081615293],[243018.025624885,6865779.029109135],[243048.626580282,6865766.639792835],[243090.190805194,6865753.022739391],[243123.995454476,6865743.81558042],[243142.989575874,6865742.073334815],[243162.40734823,6865737.099679024],[243185.710510804,6865730.615597646],[243212.028220819,6865726.165915379],[243226.766073321,6865724.55794381]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 117"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[243250.162543219,6865729.520411904],[243252.306793461,6865739.002780085],[243253.030708668,6865758.12504198],[243251.212972222,6865800.38343159],[243252.004204993,6865827.849961262],[243253.206511867,6865850.526152369],[243253.398548455,6865874.329798164],[243249.456846786,6865909.739596473],[243246.14481526,6865952.58968595],[243245.202679744,6865965.879027472],[243246.898237071,6865975.369438553],[243250.036906372,6865981.640202188],[243254.872470133,6865986.41819584],[243258.585343555,6865993.253972894],[243260.730592106,6866002.740756282],[243263.607773106,6866017.478366222],[243261.546736391,6866033.295169298],[243259.797814914,6866072.934640961],[243257.454684264,6866105.813114114],[243254.391035601,6866123.70672071],[243253.853200914,6866127.479603317]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 113"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[243527.588645682,6866013.178643167],[243520.579454886,6865980.496919066],[243517.077872041,6865944.107814038],[243515.734391399,6865903.933642057],[243511.854721913,6865880.139758581],[243506.819779489,6865850.64874489],[243501.415941272,6865834.892168029],[243495.00852474,6865821.092475924],[243476.182953497,6865784.26735327],[243456.286739538,6865744.80251641],[243439.656036177,6865715.859388366]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 118"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[243439.667108938,6865715.852477943],[243462.408154843,6865712.003501324],[243489.878061279,6865709.153516766],[243539.549331941,6865708.183135745],[243590.287457436,6865709.382790419],[243641.020826433,6865709.99284819],[243658.965506971,6865708.239073902],[243658.979449433,6865708.236906998]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY,PLOEZAL","2020-11-12","CR 117"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[241886.297081794,6861840.220764853],[241890.143416562,6861839.629733888]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","Cheim de Tinu"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[241377.428735429,6862145.43731909],[241389.015184948,6862150.850417858],[241402.447374124,6862154.639633882],[241419.523094348,6862156.670540493],[241437.743671032,6862159.391774874],[241450.931270134,6862162.593331884],[241459.298319468,6862162.875621801],[241468.794345471,6862161.87959818],[241476.576069339,6862160.21782739],[241486.859450149,6862156.477163951],[241503.040768224,6862147.981867335],[241524.45515827,6862134.0777127],[241545.867613257,6862119.933723331],[241561.45441553,6862108.355151864],[241571.695234307,6862099.338129241],[241580.307980768,6862089.194951442],[241596.277082947,6862069.258518113],[241620.298908711,6862036.655004988],[241636.050818958,6862015.810892326],[241646.358520091,6862003.935116805],[241657.725573002,6861993.300015124],[241670.468127075,6861982.214092781],[241686.853324302,6861969.259936384],[241702.684552663,6861958.249036493],[241720.556308297,6861947.461526488],[241742.563273381,6861936.400809229],[241766.756954081,6861925.102589731],[241804.080998579,6861909.910819943],[241833.83704482,6861896.858798087],[241853.149103052,6861889.937243938],[241877.344241094,6861882.536574113]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 138"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[241877.346198835,6861882.530013544],[241881.69386825,6861867.960577782],[241885.817920941,6861851.437619624],[241886.297081794,6861840.220764853]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 133"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[239981.337866079,6862753.345791225],[239992.00726146,6862767.799849948],[239991.280833352,6862778.099279235],[239998.716843364,6862793.049931164],[240006.899349939,6862800.189437583],[240021.910780366,6862813.919716805],[240041.161781102,6862818.011801492],[240074.098418263,6862812.709307182],[240098.587252681,6862808.26445233],[240123.037000201,6862802.690617575],[240144.079665452,6862802.171121698],[240165.611349183,6862802.806957347],[240193.240844968,6862804.882681953],[240218.55895074,6862806.607279004],[240267.10756805,6862807.714781836],[240300.791920855,6862809.621744429],[240327.478114636,6862809.97615403],[240352.876164662,6862810.460877591],[240373.149523243,6862811.206796226],[240396.095317091,6862816.178507459],[240409.285740367,6862819.729836196],[240412.970944211,6862823.137966223],[240415.196429995,6862827.707151798],[240416.746979731,6862834.09065137],[240417.715674757,6862842.677470815],[240416.005174715,6862857.352110863],[240413.95555253,6862870.870210219],[240412.558140979,6862883.473617262],[240412.621894824,6862891.378166445],[240412.620454258,6862891.378955117]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 143"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[239705.794971088,6865811.122147254],[239690.321908012,6865795.896659318],[239676.23618324,6865781.709155052],[239666.628429646,6865768.85468544],[239650.355254449,6865736.226308522],[239638.977749022,6865715.830813287],[239634.436917238,6865706.703136506],[239632.648226469,6865700.531411364],[239631.879398686,6865690.703731435],[239633.865773756,6865680.494055693],[239635.853921794,6865670.504228902],[239639.873495845,6865659.608572939],[239648.28005438,6865649.916766212],[239658.404706133,6865641.360388342],[239671.354710993,6865631.996846802]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","ZT(2) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[243226.774645726,6865724.556968956],[243232.157770006,6865723.944800518],[243250.161545263,6865729.515998715]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 117"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[242292.409298663,6865644.280170065],[242301.008824291,6865658.511902025],[242324.001180447,6865698.981134742],[242332.541223141,6865709.555622498],[242342.690963639,6865718.977833914],[242358.588051225,6865730.992041186],[242385.782714322,6865749.770847834],[242443.161939335,6865793.740337817],[242468.691131657,6865810.473859568],[242506.446456637,6865833.864551569],[242525.568917182,6865848.031384124],[242536.193753601,6865860.657199238]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 117"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[244177.292712873,6869440.308846692],[244167.097912393,6869440.171234761],[244155.665567819,6869439.004250652],[244144.660273005,6869438.743258049],[244135.052578466,6869440.769566658],[244122.868998759,6869446.824176725],[244108.613541348,6869456.203454929],[244104.879501552,6869461.610252922]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 3"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[240705.626702079,6866470.802911501],[240694.764739855,6866458.528599486],[240676.877410291,6866441.373622719],[240662.92351315,6866428.664137844],[240650.636541475,6866421.897505693],[240621.894493112,6866408.277933189],[240608.42252751,6866399.562075965],[240601.50920555,6866393.661537546],[240596.540999058,6866387.305584394],[240591.518553077,6866377.941938871],[240582.40785259,6866352.371363303],[240565.715402486,6866301.217882083],[240565.724069494,6866301.218125597]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 113"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[241589.334552234,6866771.209472335],[241592.19111938,6866770.032043786],[241602.466236278,6866765.262075266],[241616.812422263,6866755.98205054],[241634.123024104,6866746.23838739],[241653.993645087,6866737.933167829],[241668.627868641,6866734.627105963],[241695.59773417,6866729.252765069],[241718.116384144,6866725.863117374],[241736.512134883,6866720.55793657],[241743.458716445,6866716.03634555]]}","chemin rural","2021-02-15","LA ROCHE-JAUDY","2020-11-12","CR 111"
